10.1637,13.9549
11.239,14.4573
12.5813,9.1841
10.734,14.0841
7.07293,9.55233
13.0001,11.4006
13.1719,9.41538
11.7811,10.8844
11.0759,7.91144
9.44557,9.19776
12.1572,12.9088
6.7989,14.4185
6.83948,13.1514
10.2217,6.44598
7.79853,6.68037
12.0635,11.0657
8.01075,8.41353
8.31886,14.4296
10.041,11.8925
13.1914,11.9608
8.26909,13.9013
10.907,10.4608
7.87145,11.2499
8.3121,11.7134
7.24229,8.21697
7.22291,11.8022
6.95688,7.09278
13.3579,14.4215
7.40732,12.7288
8.90966,8.08202
7.9734,7.42416
12.3961,8.22323
10.5567,9.17563
7.98474,12.1903
12.5811,8.43424
8.42037,7.41895
7.82039,13.4605
11.9692,7.31551
7.16601,11.761
11.6312,6.1382
13.1569,6.98469
7.30593,6.51709
9.37975,6.57262
10.4528,13.821
7.89534,8.99112
11.7253,13.1068
13.3593,7.0546
7.26986,11.2394
11.7376,10.888
10.1292,6.41456
12.2785,11.2686
13.0488,14.202
13.4118,12.78
7.50877,7.62679
13.4577,9.02462
9.9373,12.866
6.90704,8.45791
12.9038,8.99351
8.00119,10.6721
9.23454,8.34931
12.6724,11.879
6.70285,11.9323
13.0644,6.48711
12.7982,10.9789
8.23527,10.3569
13.3023,12.6651
11.2487,8.32672
6.72589,8.49442
8.3312,8.67268
6.96663,13.4522
6.7792,6.17093
12.9033,9.87901
10.7257,14.3828
7.39756,7.28501
13.0825,7.47832
12.3149,13.8055
11.0347,11.2825
6.99552,14.0584
7.97436,10.8124
12.6173,13.9579
8.0367,12.6112
12.7198,13.1222
7.64114,12.0755
7.82798,7.98378
13.1991,11.2034
12.4816,10.739
6.88335,6.25679
13.4372,12.0839
11.0117,8.47097
13.4019,12.0032
12.4849,13.198
7.88208,8.31794
13.0073,6.71405
11.7289,11.454
10.1311,12.5066
12.1876,7.82119
11.3489,10.7674
9.5346,14.3017
11.7752,8.92185
9.20013,12.3653
12.9905,13.1588
13.1005,9.97778
6.85421,11.7248
13.267,10.9128
6.76193,7.36218
11.957,11.6335
12.1039,12.2223
12.4754,6.10423
6.72526,7.20905
12.4747,6.7599
12.8586,8.6329
8.34569,9.23435
11.9253,11.4628
6.95484,10.6259
11.3516,10.4943
12.6061,9.7149
12.095,12.5761
7.59967,12.138
8.32932,12.7429
9.82324,7.19332
11.1694,10.0363
9.50467,6.77942
9.26121,8.70953
7.72475,8.64785
8.0009,10.8597
7.9911,7.53747
11.1328,11.6487
9.7207,13.7723
13.0413,14.2852
11.3058,11.049
12.1094,6.52037
6.77655,11.3922
9.16463,14.234
10.8887,10.4755
12.784,8.92926
8.43918,6.45425
8.49856,7.70873
11.8434,7.26344
6.95802,11.3657
11.4444,7.7585
12.0309,12.0675
7.63713,12.119
8.82262,12.1034
11.025,7.96494
8.08933,9.81988
6.76027,8.11668
7.86549,13.1671
11.5963,13.3861
7.17317,11.213
6.77978,14.0396
7.89202,13.4466
6.76437,10.4515
6.78796,8.6906
7.16594,9.88281
10.4346,10.7757
6.91768,14.0783
11.6143,10.9478
12.4939,9.35591
9.41081,8.02723
10.7144,12.0758
13.0685,8.60572
7.62747,10.1145
10.7257,6.58169
6.78101,7.80994
11.6694,10.7109
11.3838,12.2063
11.1126,13.9863
7.14934,6.87784
10.6583,7.98031
7.61147,6.76249
13.3348,8.89183
12.1608,11.7432
13.4703,14.2386
7.90913,8.19224
7.6513,11.8342
10.954,8.17585
10.4257,13.7191
13.4049,8.23616
8.23384,6.94539
10.3873,14.1132
8.6235,10.641
13.3267,7.45568
8.39681,11.921
11.5885,6.79327
13.4082,9.67339
10.2693,7.10148
12.0115,12.1084
11.8284,7.42946
12.9885,13.4248
11.8138,7.73157
7.40771,11.1119
13.3763,8.21456
11.5289,11.4822
13.0704,12.3516
13.2241,6.53543
9.36564,13.8182
7.47973,10.6758
8.84064,6.73274
7.60797,8.45263
12.3531,9.37156
